Source_List,Nombre_JP,Nombre_ENG,Atributo,G-Power,Size,Weight,Rareza,URL
NewVestroia,眼＜祉若,Pyrus Hades,Pyrus,520G/540G,32mm,11.5g,3.0,http://bakucolle.com/archives/11392838.html
NewVestroia,若潟祉若,Darkus Hades,Darkus,440G,32mm,11.0g,3.0,http://bakucolle.com/archives/12989249.html
NewVestroia,眼＜祉若,Hades,Pyrus,570G,32mm,11.5g,4.0,http://bakucolle.com/archives/11392894.html
NewVestroia,≪≪祉若,Hades,Aquos,570G,32mm,11.5g,4.0,http://bakucolle.com/archives/20320875.html
NewVestroia,≪≪祉若,Hades,Aquos,550G,32mm,11.5g,5.0,http://bakucolle.com/archives/20321092.html
NewVestroia,若ｃ鴻祉若,Ventus Hades,Ventus,720G,32mm,11.5g,6.0,http://bakucolle.com/archives/27844222.html
NewVestroia,若,Hades,Darkus,420G/670G/710G,32mm,11.0g,4.0,http://bakucolle.com/archives/12989336.html
NewVestroia,若,Hades,Clear,680G,32mm,12.0g,6.0,http://bakucolle.com/archives/15168222.html
NewVestroia,若鴻祉帥若,Turbine Hades,Darkus,460G,32mm,15.5g,2.0,http://bakucolle.com/archives/12989385.html
NewVestroia,≪≪祉若鴻祉帥若,Aquos Turbine Hades,Aquos,640G/790G,32mm,16.0g,5.0,http://bakucolle.com/archives/20320904.html
NewVestroia,泣祉若鴻祉帥若,Turbine Hades,Subterra,640G,32mm,16.0g,5.0,http://bakucolle.com/archives/25177516.html
NewVestroia,眼＜祉≪祉若,Pyrus Myriad Hades,Pyrus,480G/490G,32mm,13.0g,3.0,http://bakucolle.com/archives/11393009.html
NewVestroia,若潟祉≪祉若,Darkus Myriad Hades,Darkus,470G/480G,32mm,13.0g,3.0,http://bakucolle.com/archives/12989438.html
NewVestroia,若ｃ 祉≪祉若 (＜若娯罕),Myriad Hades,Ventus,750G,32mm,13.5g,6.0,http://bakucolle.com/archives/25111694.html
NewVestroia,若ｃ 祉≪祉若,Myriad Hades,Ventus,750G,32mm,14.0g,7.0,http://bakucolle.com/archives/25111714.html
NewVestroia,≪祉若,Myriad Hades,Haos,700G,32mm,13.5g,7.0,http://bakucolle.com/archives/15168257.html
NewVestroia,若 祉≪祉若,Myriad Hades,Darkus,520G,32mm,13.0g,7.0,http://bakucolle.com/archives/12989487.html
NewVestroia,若 祉≪祉若,Myriad Hades,Darkus,520G,32mm,14.0g,7.0,http://bakucolle.com/archives/12989523.html
NewVestroia,若ｃ鴻祉≪帥ゃ,Ventus Altair,Ventus,360G/380G/420G/440G/460G,32mm,12.5g,3.0,http://bakucolle.com/archives/25110302.html
NewVestroia,祉≪帥ゃ,Haos Altair,Haos,500G,32mm,12.5g,3.0,http://bakucolle.com/archives/15168387.html
NewVestroia,≪帥ゃ,Altair,Pyrus,670G,32mm,12.5g,5.0,http://bakucolle.com/archives/11396750.html
NewVestroia,≪≪祉≪帥ゃ,Altair,Aquos,490G,32mm,12.5g,5.0,http://bakucolle.com/archives/20333002.html
NewVestroia,≪≪祉≪帥ゃ (＜若娯罕),Altair,Aquos,610G,32mm,12.0g,5.0,http://bakucolle.com/archives/20333036.html
NewVestroia,≪帥ゃ,Altair,Ventus,500G/510G//630G/710G,32mm,12.5g,5.0,http://bakucolle.com/archives/25110979.html
NewVestroia,≪帥ゃ,Altair,Ventus,730G,32mm,12.0g,5.0,http://bakucolle.com/archives/25111006.html
NewVestroia,若ｃ鴻祉≪帥ゃ,Ventus Altair,Ventus,640G/710G,32mm,12.5g,5.0,http://bakucolle.com/archives/25111012.html
NewVestroia,≪帥ゃ,Altair,Haos,650G,32mm,12.5g,6.0,http://bakucolle.com/archives/15168532.html
NewVestroia,祉≪帥ゃ(＜若娯罕),Haos Altair,Haos,650G,32mm,12.5g,5.0,http://bakucolle.com/archives/28442262.html
NewVestroia,≪帥ゃ,Altair,Haos,Unknown,32mm,12.5g,6.0,http://bakucolle.com/archives/15168589.html
NewVestroia,祉≪帥ゃ,Haos Altair,Haos,740G,32mm,12.5g,7.0,http://bakucolle.com/archives/29653411.html
NewVestroia,≪帥ゃ,Altair,Darkus,660G,32mm,12.5g,6.0,http://bakucolle.com/archives/12998281.html
NewVestroia,≪≪祉ゃ≪若,Aquos Wired,Aquos,520G,32mm,12.0g,3.0,http://bakucolle.com/archives/13000733.html
NewVestroia,若ｃ鴻祉ゃ≪若,Ventus Wired,Ventus,200G/480G,32mm,12.0g,3.0,http://bakucolle.com/archives/25111131.html
NewVestroia,ゃ≪若,Wired,Pyrus,600G,32mm,11.5g,5.0,http://bakucolle.com/archives/11396768.html
NewVestroia,眼＜祉ゃ≪若,Pyrus Wired,Pyrus,530G/750G,32mm,12.0g,6.0,http://bakucolle.com/archives/11396819.html
NewVestroia,≪≪祉ゃ≪若,Wired,Aquos,630G,32mm,11.5g,5.0,http://bakucolle.com/archives/20332966.html
NewVestroia,≪≪祉ゃ≪若 (＜若娯罕),Aquos Wired,Aquos,690G,32mm,12.0g,5.0,http://bakucolle.com/archives/29332894.html
NewVestroia,ゃ≪若,Wired,Aquos,600G,32mm,12.5g,7.0,http://bakucolle.com/archives/25526162.html
NewVestroia,ゃ≪若,Wired,Ventus,450G,32mm,11.5g,5.0,http://bakucolle.com/archives/25111191.html
NewVestroia,祉ゃ≪若,Haos Wired,Haos,620G,32mm,12.0g,7.0,http://bakucolle.com/archives/25025676.html
NewVestroia,祉ゃ≪若,Haos Wired,Haos,620G,32mm,11.5g,7.0,http://bakucolle.com/archives/29653255.html
NewVestroia,с潟泣,Fencer,Pyrus,480G,32mm,14.0g,4.0,http://bakucolle.com/archives/12236707.html
NewVestroia,祉с潟泣,Haos Fencer,Haos,440G/560G,32mm,14.0g,3.0,http://bakucolle.com/archives/15166926.html
NewVestroia,眼＜祉с潟泣,Fencer,Pyrus,530G,32mm,14.0g,4.0,http://bakucolle.com/archives/11394539.html
NewVestroia,с潟泣,Fencer,Pyrus,500G,32mm,14.0g,7.0,http://bakucolle.com/archives/11012167.html
NewVestroia,≪≪祉с潟泣,Aquos Fencer,Aquos,550G/620G,32mm,13.5g,4.0,http://bakucolle.com/archives/20336688.html
NewVestroia,≪≪祉с潟泣,Fencer,Aquos,560G,32mm,14.0g,7.0,http://bakucolle.com/archives/20336740.html
NewVestroia,с潟泣,Fencer,Aquos,630G,32mm,14.0g,5.0,http://bakucolle.com/archives/22703064.html
NewVestroia,с潟泣,Fencer,Aquos,Unknown,32mm,14.0g,7.0,http://bakucolle.com/archives/12985615.html
NewVestroia,若ｃ鴻祉с潟泣,Ventus Fencer,Ventus,520G,32mm,14.0g,8.0,http://bakucolle.com/archives/29331892.html
NewVestroia,若ｃ鴻祉с潟泣,Fencer,Ventus,520G,32mm,14.0g,6.0,http://bakucolle.com/archives/25112063.html
NewVestroia,泣祉с潟泣,Subterra Fencer,Subterra,590G/650G,32mm,13.5g,4.0,http://bakucolle.com/archives/25177754.html
NewVestroia,祉с潟泣,Haos Fencer,Haos,630G,32mm,14.0g,7.0,http://bakucolle.com/archives/29331934.html
NewVestroia,с潟泣 (＜若娯罕),Fencer,Haos,610G,32mm,13.5g,5.0,http://bakucolle.com/archives/15166481.html
NewVestroia,若潟祉с潟泣,Darkus Fencer,Darkus,680G,32mm,14.0g,7.0,http://bakucolle.com/archives/29331814.html
NewVestroia,с潟泣,Fencer,Darkus,680G,32mm,14.0g,7.0,http://bakucolle.com/archives/12999237.html
NewVestroia,с潟泣,Fencer,Darkus,Unknown,32mm,14.0g,6.0,http://bakucolle.com/archives/25042432.html
NewVestroia,с潟泣,Fencer,Clear,1250G,32mm,14.0g,7.0,http://bakucolle.com/archives/15167051.html
NewVestroia,с潟泣,Fencer,Clear,530G,32mm,14.5g,6.0,http://bakucolle.com/archives/15167083.html
NewVestroia,若ｃ鴻祉鴻,Ventus Foxbat,Ventus,500G/520G,32mm,12.5g,3.0,http://bakucolle.com/archives/25102985.html
NewVestroia,鴻,Foxbat,Darkus,420G,32mm,13.0g,4.0,http://bakucolle.com/archives/12236807.html
NewVestroia,眼＜祉鴻,Pyrus Foxbat,Pyrus,650G,32mm,12.0g,8.0,http://bakucolle.com/archives/29331683.html
NewVestroia,鴻,Foxbat,Pyrus,630G,32mm,13.0g,6.0,http://bakucolle.com/archives/11393899.html
NewVestroia,鴻,Foxbat,Ventus,600G,32mm,12.5g,6.0,http://bakucolle.com/archives/25103037.html
NewVestroia,鴻,Foxbat,Ventus,630G,32mm,12.5g,5.0,http://bakucolle.com/archives/25103043.html
NewVestroia,鴻,Foxbat,Subterra,490G/550G/610G,32mm,12.5g,6.0,http://bakucolle.com/archives/25177529.html
NewVestroia,鴻,Foxbat,Subterra,540G,32mm,12.5g,5.0,http://bakucolle.com/archives/25177568.html
NewVestroia,鴻,Foxbat,Subterra,780G,32mm,12.5g,5.0,http://bakucolle.com/archives/25177552.html
NewVestroia,鴻,Foxbat,Haos,540G/650G,32mm,12.5g,5.0,http://bakucolle.com/archives/15166460.html
NewVestroia,鴻,Foxbat,Darkus,570G,32mm,12.0g,5.0,http://bakucolle.com/archives/12998951.html
NewVestroia,鴻,Foxbat,Darkus,570G,32mm,13.0g,7.0,http://bakucolle.com/archives/12999135.html
NewVestroia,鴻,Foxbat,Darkus,750G,32mm,12.5g,5.0,http://bakucolle.com/archives/15921809.html
NewVestroia,鴻,Foxbat,Darkus,590G,32mm,13.0g,7.0,http://bakucolle.com/archives/11012093.html
NewVestroia,潟若,Klawgor,Ventus,420G,32mm,12.0g,4.0,http://bakucolle.com/archives/12236913.html
NewVestroia,眼＜祉潟若,Pyrus Klawgor,Pyrus,620G,32mm,12.0g,5.0,http://bakucolle.com/archives/29331691.html
NewVestroia,潟若,Klawgor,Pyrus,610G,32mm,11.0g,7.0,http://bakucolle.com/archives/19418721.html
NewVestroia,眼＜祉潟若 (＜若娯罕),Klawgor,Pyrus,640G,32mm,11.5g,5.0,http://bakucolle.com/archives/11394356.html
NewVestroia,≪≪祉潟若,Aquos Klawgor,Aquos,530G/460G/660G,32mm,11.0g,5.0,http://bakucolle.com/archives/20336816.html
NewVestroia,若ｃ鴻祉潟若,Ventus Klawgor,Ventus,540G,32mm,12.0g,5.0,http://bakucolle.com/archives/27844186.html
NewVestroia,潟若,Klawgor,Ventus,590G,32mm,12.0g,7.0,http://bakucolle.com/archives/11012051.html
NewVestroia,泣祉潟若,Klawgor,Subterra,540G,32mm,11.5g,5.0,http://bakucolle.com/archives/25177903.html
NewVestroia,潟若,Klawgor,Haos,670G,32mm,11.0g,5.0,http://bakucolle.com/archives/15166420.html
NewVestroia,若潟祉潟若,Darkus Klawgor,Darkus,700G,32mm,11.5g,8.0,http://bakucolle.com/archives/29331754.html
NewVestroia,潟若,Klawgor,Darkus,550G,32mm,12.0g,6.0,http://bakucolle.com/archives/12998889.html
NewVestroia,鴻ゃ,Scraper,Subterra,400G,32mm,12.0g,4.0,http://bakucolle.com/archives/12236819.html
NewVestroia,眼＜祉鴻ゃ,Pyrus Scraper,Pyrus,550G/570G,32mm,11.5g,5.0,http://bakucolle.com/archives/26570076.html
NewVestroia,≪≪祉鴻ゃ,Scraper,Aquos,540G/550G,32mm,11.5g,5.0,http://bakucolle.com/archives/20336876.html
NewVestroia,鴻ゃ,Scraper,Aquos,580G,32mm,11.5g,7.0,http://bakucolle.com/archives/19418867.html
NewVestroia,鴻ゃ,Scraper,Ventus,500G,32mm,11.5g,5.0,http://bakucolle.com/archives/25103087.html
NewVestroia,鴻ゃ,Scraper,Ventus,620G,32mm,11.5g,5.0,http://bakucolle.com/archives/25103107.html
NewVestroia,若ｃ鴻祉鴻ゃ,Ventus Scraper,Ventus,730G,32mm,12.5g,7.0,http://bakucolle.com/archives/29653217.html
NewVestroia,鴻ゃ,Scraper,Subterra,660G,32mm,12.0g,7.0,http://bakucolle.com/archives/11012007.html
NewVestroia,若潟祉鴻ゃ,Darkus Scraper,Darkus,490G,32mm,11.5g,5.0,http://bakucolle.com/archives/29366145.html
NewVestroia,若,Leefram,Aquos,440G,32mm,12.0g,4.0,http://bakucolle.com/archives/12237061.html
NewVestroia,≪≪祉若,Aquos Leefram,Aquos,500G,32mm,11.5g,5.0,http://bakucolle.com/archives/29331453.html
NewVestroia,若,Leefram,Aquos,570G,32mm,12.0g,7.0,http://bakucolle.com/archives/11011946.html
NewVestroia,若,Leefram,Ventus,490G/700G,32mm,11.5g,6.0,http://bakucolle.com/archives/25103063.html
NewVestroia,若,Leefram,Subterra,600G,32mm,11.5g,6.0,http://bakucolle.com/archives/25177910.html
NewVestroia,祉若 (＜若娯罕),Haos Leefram,Haos,600G,32mm,11.5g,7.0,http://bakucolle.com/archives/29331432.html
NewVestroia,祉若,Haos Leefram,Haos,570G,32mm,11.5g,8.0,http://bakucolle.com/archives/29331512.html
NewVestroia,若,Leefram,Darkus,500G/650G,32mm,12.0g,6.0,http://bakucolle.com/archives/12998732.html
NewVestroia,若,Leefram,Clear,660G,32mm,11.5g,7.0,http://bakucolle.com/archives/29331574.html
NewVestroia,眼＜祉鴻潟,Pyrus Spindle,Pyrus,540G,32mm,11.5g,3.0,http://bakucolle.com/archives/11394098.html
NewVestroia,鴻潟,Spindle,Haos,460G,32mm,11.5g,4.0,http://bakucolle.com/archives/12237011.html
NewVestroia,眼＜祉鴻潟,Spindle,Pyrus,710G,32mm,11.5g,4.0,http://bakucolle.com/archives/11394151.html
NewVestroia,眼＜祉鴻潟,PYRUS Spindle,Pyrus,710G,32mm,12.5g,7.0,http://bakucolle.com/archives/27068697.html
NewVestroia,眼＜祉鴻潟,Spindle,Pyrus,710G,32mm,12.0g,6.0,http://bakucolle.com/archives/11394243.html
NewVestroia,≪≪祉鴻潟,Spindle,Aquos,480G/610G,32mm,11.5g,4.0,http://bakucolle.com/archives/20336771.html
NewVestroia,若ｃ鴻祉鴻潟,Spindle,Ventus,720G,32mm,11.5g,6.0,http://bakucolle.com/archives/25111891.html
NewVestroia,若ｃ鴻祉鴻潟,Ventus Spindle,Ventus,500G,32mm,12.5g,6.0,http://bakucolle.com/archives/29366169.html
NewVestroia,泣祉鴻潟,Subterra Spindle,Subterra,480G,32mm,11.5g,7.0,http://bakucolle.com/archives/29331602.html
NewVestroia,祉鴻潟,Haos Spindle,Haos,600G,32mm,11.5g,7.0,http://bakucolle.com/archives/26832869.html
NewVestroia,鴻潟,Spindle,Haos,550G,32mm,12.0g,5.0,http://bakucolle.com/archives/15166539.html
NewVestroia,鴻潟,Spindle,Haos,550G,32mm,12.0g,7.0,http://bakucolle.com/archives/11011635.html
NewVestroia,祉≪≪,Haos Atmos,Haos,340G/480G/500G,32mm,12.5g,3.0,http://bakucolle.com/archives/15166732.html
NewVestroia,≪≪ (＜若娯罕),Atmos,Pyrus,650G,32mm,12.5g,5.0,http://bakucolle.com/archives/11393532.html
NewVestroia,≪≪祉≪≪ (＜若娯罕),Aquos Atmos,Aquos,570G/680G/780G,32mm,12.5g,5.0,http://bakucolle.com/archives/20321377.html
NewVestroia,≪≪祉≪≪,Atmos,Aquos,720G,32mm,13.5g,6.0,http://bakucolle.com/archives/20321533.html
NewVestroia,≪≪祉≪≪,Atmos,Aquos,550G,32mm,13.5g,6.0,http://bakucolle.com/archives/20321436.html
NewVestroia,泣祉≪≪ (＜若娯罕),Subterra Atmos,Subterra,540G,32mm,12.5g,6.0,http://bakucolle.com/archives/29332914.html
NewVestroia,祉≪≪ (＜若娯罕),Haos Atmos,Haos,620G,32mm,12.5g,5.0,http://bakucolle.com/archives/27384610.html
NewVestroia,≪≪,Atmos,Clear,570G,32mm,13.5g,6.0,http://bakucolle.com/archives/25177298.html
NewVestroia,≪≪祉≪鴻＜,Aquos Abis omega,Aquos,240G,32mm,11.5g,4.0,http://bakucolle.com/archives/20249492.html
NewVestroia,≪鴻＜,Abis omega,Aquos,520G,32mm,11.0g,4.0,http://bakucolle.com/archives/20249548.html
NewVestroia,若ｃ鴻祉≪鴻＜,Abis omega,Ventus,360G/380G,32mm,11.5g,4.0,http://bakucolle.com/archives/25103847.html
NewVestroia,眼＜祉≪鴻＜ (＜若娯罕),Pyrus Abis Omega,Pyrus,530G/560G/650G,32mm,11.5g,5.0,http://bakucolle.com/archives/11393264.html
NewVestroia,≪鴻＜,Abis Omega,Pyrus,560G,32mm,11.5g,6.0,http://bakucolle.com/archives/11393119.html
NewVestroia,≪鴻＜,Abis Omega,Pyrus,760G,32mm,11.5g,6.0,http://bakucolle.com/archives/11539944.html
NewVestroia,≪鴻＜,Abis Omega,Pyrus,660G,32mm,12.0g,6.0,http://bakucolle.com/archives/11393220.html
NewVestroia,≪鴻＜,Abis Omega,Aquos,450G,32mm,11.0g,6.0,http://bakucolle.com/archives/20335323.html
NewVestroia,≪鴻＜ (＜若娯罕),Abis Omega,Aquos,740G,32mm,11.5g,5.0,http://bakucolle.com/archives/20335340.html
NewVestroia,≪鴻＜,Abis Omega,Aquos,Unknown,32mm,11.5g,6.0,http://bakucolle.com/archives/12985437.html
NewVestroia,≪鴻＜,Abis Omega,Aquos,660G,32mm,11.5g,5.0,http://bakucolle.com/archives/20335378.html
NewVestroia,≪鴻＜,Abis Omega,Ventus,820G,32mm,11.5g,6.0,http://bakucolle.com/archives/25103908.html
NewVestroia,≪鴻＜,Abis Omega,Ventus,750G,32mm,11.5g,5.0,http://bakucolle.com/archives/25103883.html
NewVestroia,≪鴻＜,Abis Omega,Subterra,Unknown,32mm,12.0g,5.0,http://bakucolle.com/archives/25177410.html
NewVestroia,≪鴻＜ (＜若娯罕),Abis Omega,Subterra,620G,32mm,11.5g,5.0,http://bakucolle.com/archives/25177367.html
NewVestroia,≪鴻＜ (＜若娯罕),Abis Omega,Haos,750G,32mm,11.5g,5.0,http://bakucolle.com/archives/15165494.html
NewVestroia,≪鴻＜,Abis Omega,Haos,720G,32mm,12.0g,6.0,http://bakucolle.com/archives/15168121.html
NewVestroia,≪鴻＜,Abis Omega,Clear,530G/750G,32mm,12.0g,5.0,http://bakucolle.com/archives/15168083.html
NewVestroia,≪鴻＜,Abis Omega,Clear,720G,32mm,12.0g,5.0,http://bakucolle.com/archives/15168057.html
NewVestroia,祉若吟,Haos Freezer,Haos,400G,32mm,13.5g,4.0,http://bakucolle.com/archives/15165765.html
NewVestroia,若潟祉若吟,Freezer,Darkus,540G,32mm,14.0g,4.0,http://bakucolle.com/archives/12998594.html
NewVestroia,若吟,Freezer,Ventus,700G,32mm,14.0g,7.0,http://bakucolle.com/archives/25111740.html
NewVestroia,若潟祉若吟,Darkus Freezer,Darkus,760G/780G,32mm,13.5g,6.0,http://bakucolle.com/archives/27384666.html
NewVestroia,若吟,Freezer,Clear,710G,32mm,14.0g,5.0,http://bakucolle.com/archives/15168686.html
NewVestroia,若潟祉≪鴻若,Darkus Moskeeto,Darkus,400G/440G/450G/500G,32mm,12.0g,3.0,http://bakucolle.com/archives/12997683.html
NewVestroia,≪鴻若,Moskeeto,Pyrus,520G,32mm,12.5g,5.0,http://bakucolle.com/archives/11394716.html
NewVestroia,≪鴻若,Moskeeto,Ventus,580G/700G,32mm,12.0g,5.0,http://bakucolle.com/archives/25111641.html
NewVestroia,≪鴻若,Moskeeto,Ventus,740G,32mm,12.5g,6.0,http://bakucolle.com/archives/25111646.html
NewVestroia,≪鴻若,Moskeeto,Darkus,650G/740G,32mm,12.5g,5.0,http://bakucolle.com/archives/12997772.html
NewVestroia,≪鴻若,Moskeeto,Clear,710G,32mm,12.5g,5.0,http://bakucolle.com/archives/15168183.html
NewVestroia,≪鴻若,Moskeeto,Clear,730G,32mm,12.0g,5.0,http://bakucolle.com/archives/25025555.html
NewVestroia,≪≪祉鴻帥,Aquos Stug,Aquos,480G,32mm,12.0g,4.0,http://bakucolle.com/archives/17961393.html
NewVestroia,眼＜祉鴻帥,Pyrus Stug,Pyrus,760G,32mm,13.0g,6.0,http://bakucolle.com/archives/11393084.html
NewVestroia,鴻帥,Stug,Ventus,790G,32mm,13.0g,6.0,http://bakucolle.com/archives/25103928.html
NewVestroia,泣祉鴻帥,Subterra Stug,Subterra,700G/760G,32mm,12.5g,5.0,http://bakucolle.com/archives/25177414.html
NewVestroia,泣祉鴻帥 (＜若娯罕),Subterra Stug,Subterra,700G/800G,32mm,12.0g,4.0,http://bakucolle.com/archives/26572886.html
NewVestroia,泣祉鴻帥,Subterra Stug,Subterra,630G,32mm,12.5g,6.0,http://bakucolle.com/archives/29332866.html
NewVestroia,鴻帥 (＜若娯罕),Stug,Haos,590G,32mm,12.0g,5.0,http://bakucolle.com/archives/15164284.html
NewVestroia,鴻帥,Stug,Haos,600G,32mm,12.5g,5.0,http://bakucolle.com/archives/25025617.html
NewVestroia,祉鴻≪,Haos Verias,Clear,500G,32mm,14.5g,3.0,http://bakucolle.com/archives/15166810.html
NewVestroia,≪≪祉鴻≪ (＜若娯罕),Verias,Aquos,510G/630G,32mm,14.0g,5.0,http://bakucolle.com/archives/20335476.html
NewVestroia,≪≪祉鴻≪,Verias,Aquos,510G,32mm,14.0g,5.0,http://bakucolle.com/archives/20335509.html
NewVestroia,≪≪祉鴻≪,Verias,Aquos,510G/740G,32mm,14.0g,5.0,http://bakucolle.com/archives/20335550.html
NewVestroia,若ｃ鴻祉鴻≪,Verias,Ventus,680G,32mm,14.0g,5.0,http://bakucolle.com/archives/25103976.html
NewVestroia,若ｃ鴻祉鴻≪ (＜若娯罕),Ventus Verias,Ventus,650G,32mm,14.0g,5.0,http://bakucolle.com/archives/29332760.html
NewVestroia,若ｃ鴻祉鴻≪,Ventus Verias,Ventus,650G,32mm,14.5g,6.0,http://bakucolle.com/archives/29332735.html
NewVestroia,祉鴻≪,Verias,Clear,630G/740G/750G,32mm,14.5g,5.0,http://bakucolle.com/archives/15166858.html
NewVestroia,眼＜潟,Vandarus,Aquos,480G,32mm,16.0g,3.0,http://bakucolle.com/archives/7388764.html
NewVestroia,眼＜潟,Vandarus,Pyrus,620G,32mm,15.5g,5.0,http://bakucolle.com/archives/11396159.html
NewVestroia,眼＜潟,Vandarus,Aquos,660G,32mm,15.5g,5.0,http://bakucolle.com/archives/25025473.html
NewVestroia,若ｃ鴻祉眼＜潟,Ventus Vandarus,Ventus,800G,32mm,15.5g,5.0,http://bakucolle.com/archives/28479793.html
NewVestroia,眼＜潟,Vandarus,Subterra,640G,32mm,15.5g,5.0,http://bakucolle.com/archives/25176250.html
NewVestroia,眼＜潟,Vandarus,Darkus,Unknown,32mm,15.5g,5.0,http://bakucolle.com/archives/12985788.html
NewVestroia,,Preyas,Clear,460G-360G/480G-280G,32mm,13.0g,3.0,http://bakucolle.com/archives/7390447.html
NewVestroia,,ゃ祉ゃ激,Clear,Unknown,,,,http://bakucolle.com/archives/7411168.html
GundalianInvaders,,鴻祉眼ゃ,Clear,Unknown,,,,http://bakucolle.com/archives/7652314.html
GundalianInvaders,眼＜祉鴻祉眼ゃ,Pyrus Helix Dragonoid,Pyrus,520G/540G/560G/580G,32mm,14.5g,3.0,http://bakucolle.com/archives/8420423.html
GundalianInvaders,ゃ若祉 眼ゃ,Evil Helix Dragonoid,Pyrus,560G,32mm,14.5g,3.0,http://bakucolle.com/archives/8420111.html
GundalianInvaders,祉眼ゃ,Helix Dragonoid,Aquos,520G,32mm,14.5g,3.0,http://bakucolle.com/archives/8569967.html
GundalianInvaders,祉眼ゃ,Helix Dragonoid,Ventus,500G,32mm,14.5g,3.0,http://bakucolle.com/archives/8466047.html
GundalianInvaders,祉眼ゃ,Helix Dragonoid,Haos,520G,32mm,14.0g,3.0,http://bakucolle.com/archives/8653542.html
GundalianInvaders,祉眼ゃ,Helix Dragonoid,Darkus,500G,32mm,14.5g,3.0,http://bakucolle.com/archives/8533098.html
GundalianInvaders,眼＜祉鴻眼ゃ,Pyrus Helix Dragonoid,Pyrus,600G/690G/700G/710G/720G/740G/750G/800G/850G,32mm,14.5g,5.0,http://bakucolle.com/archives/8421101.html
GundalianInvaders,眼＜祉鴻祉眼ゃ,Pyrus Helix Dragonoid,Pyrus,850G,32mm,15.0g,7.0,http://bakucolle.com/archives/29366632.html
GundalianInvaders,鴻眼ゃ,Helix Dragonoid,Pyrus,720G/740G,32mm,14.5g,7.0,http://bakucolle.com/archives/6724390.html
GundalianInvaders,ゃ若祉 眼ゃ,Evil Helix Dragonoid,Pyrus,680G,32mm,14.5g,5.0,http://bakucolle.com/archives/8420219.html
GundalianInvaders,眼ゃ(＜若鴻≪),Dragonoid,Pyrus,Unknown,,,,http://bakucolle.com/archives/7037190.html
GundalianInvaders,鴻祉眼ゃ,Helix Dragonoid,Pyrus,Unknown,32mm,14.5g,9.0,http://bakucolle.com/archives/25085155.html
GundalianInvaders,≪≪祉鴻眼ゃ,Aquos Helix Dragonoid,Aquos,640G/730G/760G,32mm,14.5g,5.0,http://bakucolle.com/archives/8451020.html
GundalianInvaders,若ｃ鴻祉鴻祉眼ゃ,Ventus Helix Dragonoid,Ventus,640G/720G/770G,32mm,14.5g,5.0,http://bakucolle.com/archives/8466965.html
GundalianInvaders,鴻祉眼ゃ,Helix Dragonoid,Ventus,740G,32mm,14.5g,7.0,http://bakucolle.com/archives/6723768.html
GundalianInvaders,鴻祉眼ゃ,Helix Dragonoid,Subterra,730G/750G,32mm,14.5g,5.0,http://bakucolle.com/archives/8492330.html
GundalianInvaders,祉鴻祉眼ゃ,Haos Helix Dragonoid,Haos,630G/650G/750G/770G,32mm,14.5g,5.0,http://bakucolle.com/archives/8654653.html
GundalianInvaders,鴻祉眼ゃ,Helix Dragonoid,Clear,770G/850G/900G,32mm,14.5g,7.0,http://bakucolle.com/archives/8657233.html
GundalianInvaders,眼＜祉ゃ冴祉眼ゃ,Pyrus Lumino Dragonoid,Pyrus,560G,32mm,15.5g,3.0,http://bakucolle.com/archives/8424806.html
GundalianInvaders,眼＜祉ゃ冴祉眼ゃ,Pyrus Lumino Dragonoid,Pyrus,560G,32mm,15.5g,3.0,http://bakucolle.com/archives/8424571.html
GundalianInvaders,≪≪祉ゃ冴祉眼ゃ篋腮,Aquos Lumino Dragonoid,Aquos,Unknown,32mm,15.5g,3.0,http://bakucolle.com/archives/8533322.html
GundalianInvaders,若潟祉ゃ冴祉眼ゃ篋腮,Darkus Lumino Dragonoid,Darkus,580G,32mm,15.5g,3.0,http://bakucolle.com/archives/8533270.html
GundalianInvaders,眼＜祉ゃ冴祉眼ゃ,Pyrus Lumino Dragonoid,Pyrus,870G,32mm,15.5g,5.0,http://bakucolle.com/archives/8424827.html
GundalianInvaders,眼＜祉ゃ冴祉眼ゃ,Pyrus Lumino Dragonoid,Pyrus,630G/780G/870G,32mm,15.5g,5.0,http://bakucolle.com/archives/8424698.html
GundalianInvaders,≪≪祉ゃ冴祉眼ゃ,Aquos Lumino Dragonoid,Aquos,880G,32mm,15.5g,5.0,http://bakucolle.com/archives/8450866.html
GundalianInvaders,若ｃ鴻祉ゃ冴祉眼ゃ,Ventus Lumino Dragonoid,Ventus,810G,32mm,15.5g,7.0,http://bakucolle.com/archives/29649316.html
GundalianInvaders,泣祉ゃ冴祉眼ゃ,Subterra Lumino Dragonoid,Subterra,Unknown,32mm,15.5g,6.0,http://bakucolle.com/archives/25527691.html
GundalianInvaders,ゃ冴眼ゃ,Lumino Dragonoid,Subterra,780G,32mm,,7.0,http://bakucolle.com/archives/6724260.html
GundalianInvaders,祉ゃ冴祉眼ゃ,Haos Lumino Dragonoid,Haos,750G,32mm,15.5g,5.0,http://bakucolle.com/archives/8654814.html
GundalianInvaders,眼＜祉祉眼ゃ,Pyrus Blitz Dragonoid,Pyrus,700G+(50G)860G+(40G)890G+(10G),32mm,14.5g,8.0,http://bakucolle.com/archives/8421794.html
GundalianInvaders,祉眼ゃ,Blitz Dragonoid,Aquos,730G+40G,32mm,14.5g,7.0,http://bakucolle.com/archives/8452265.html
